Date,Price,Open,High,Low,Vol.,Change %,Vol_clean
2021-05-04,144.09,144.1,145.0,143.5,4.33K,-0.05%,4330.0
2021-05-03,144.16,143.53,144.5,143.1,2.48K,1.12%,2480.0
2021-04-30,142.57,141.94,142.93,141.92,3.47K,0.63%,3470.0
2021-04-29,141.68,142.41,142.67,141.0,3.83K,-0.51%,3830.0
2021-04-28,142.4,142.31,142.66,141.95,4.30K,-0.39%,4300.0
2021-04-27,142.96,143.23,143.31,142.96,27.63K,0.05%,27630.0
2021-04-26,142.89,142.56,143.0,142.12,4.07K,-0.04%,4070.0000000000005
2021-04-23,142.95,143.99,144.24,142.57,7.51K,-0.69%,7510.0
2021-04-22,143.94,144.41,144.52,143.67,7.07K,-0.53%,7070.0
2021-04-21,144.7,144.3,145.22,143.65,20.58K,1.03%,20580.0
2021-04-20,143.23,142.36,143.23,142.05,4.84K,0.09%,4840.0
2021-04-19,143.1,144.23,144.55,142.77,7.27K,-0.68%,7270.0
2021-04-16,144.08,143.06,144.5,142.87,5.92K,0.43%,5920.0
2021-04-15,143.47,141.5,143.47,141.34,14.46K,2.00%,14460.0
2021-04-14,140.65,141.67,141.7,140.65,9.09K,-0.86%,9090.0
2021-04-13,141.87,140.83,142.18,140.79,14.16K,0.40%,14160.0
2021-04-12,141.31,142.26,142.3,141.17,9.57K,-0.75%,9570.0
2021-04-09,142.38,142.73,142.73,141.58,3.59K,-0.52%,3590.0
2021-04-08,143.13,142.47,143.45,142.46,6.38K,0.74%,6380.0
2021-04-07,142.08,142.33,142.33,141.51,2.13K,-0.63%,2130.0
2021-04-06,142.98,142.38,142.99,142.28,9.45K,0.22%,9450.0
2021-04-01,142.67,142.0,142.78,141.55,10.17K,1.18%,10170.0
2021-03-31,141.01,139.57,141.06,139.21,7.23K,1.16%,7230.0
2021-03-30,139.39,140.72,140.84,138.98,4.90K,-1.25%,4900.0
2021-03-29,141.16,142.17,142.49,140.74,4.37K,-1.03%,4370.0
2021-03-26,142.63,142.33,142.72,141.61,5.77K,-0.13%,5770.0
2021-03-25,142.81,142.55,143.38,142.03,5.79K,0.25%,5790.0
2021-03-24,142.45,142.03,142.49,141.97,1.80K,0.75%,1800.0
