Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2009-11-27 00:00:00+01:00,78.0,78.0,78.0,78.0,0,0.0,0.0,0.0
2009-11-30 00:00:00+01:00,77.11000061035156,77.11000061035156,77.11000061035156,77.11000061035156,0,0.0,0.0,0.0
2009-12-01 00:00:00+01:00,79.23999786376953,79.23999786376953,79.23999786376953,79.23999786376953,0,0.0,0.0,0.0
2009-12-02 00:00:00+01:00,79.31999969482422,79.31999969482422,79.31999969482422,79.31999969482422,0,0.0,0.0,0.0
2009-12-03 00:00:00+01:00,79.3499984741211,79.3499984741211,79.3499984741211,79.3499984741211,0,0.0,0.0,0.0
2009-12-09 00:00:00+01:00,77.94999694824219,77.94999694824219,77.62000274658203,77.62000274658203,85,0.0,0.0,0.0
2009-12-15 00:00:00+01:00,79.41999816894531,79.41999816894531,79.41999816894531,79.41999816894531,0,0.0,0.0,0.0
2009-12-16 00:00:00+01:00,79.87999725341797,79.87999725341797,79.87999725341797,79.87999725341797,0,0.0,0.0,0.0
2009-12-17 00:00:00+01:00,79.16000366210938,79.16000366210938,79.16000366210938,79.16000366210938,0,0.0,0.0,0.0
2009-12-18 00:00:00+01:00,78.45999908447266,78.45999908447266,78.45999908447266,78.45999908447266,0,0.0,0.0,0.0
2009-12-22 00:00:00+01:00,79.80999755859375,79.80999755859375,79.80999755859375,79.80999755859375,11000,0.0,0.0,0.0
2009-12-23 00:00:00+01:00,80.38999938964844,80.38999938964844,80.38999938964844,80.38999938964844,775,0.0,0.0,0.0
2009-12-28 00:00:00+01:00,80.4800033569336,80.4800033569336,80.4800033569336,80.4800033569336,0,0.0,0.0,0.0
2009-12-29 00:00:00+01:00,80.12999725341797,80.12999725341797,80.12999725341797,80.12999725341797,0,0.0,0.0,0.0
2009-12-30 00:00:00+01:00,80.0,80.0,80.0,80.0,0,0.0,0.0,0.0
2010-01-06 00:00:00+01:00,83.55000305175781,83.6500015258789,83.55000305175781,83.6500015258789,550,0.0,0.0,0.0
2010-01-07 00:00:00+01:00,84.19000244140625,84.19000244140625,84.19000244140625,84.19000244140625,0,0.0,0.0,0.0
2010-01-11 00:00:00+01:00,84.63999938964844,84.63999938964844,84.63999938964844,84.63999938964844,0,0.0,0.0,0.0
2010-01-15 00:00:00+01:00,83.91000366210938,83.91000366210938,83.23999786376953,83.23999786376953,600,0.0,0.0,0.0
2010-01-18 00:00:00+01:00,84.08000183105469,84.08000183105469,84.08000183105469,84.08000183105469,0,0.0,0.0,0.0
2010-01-19 00:00:00+01:00,84.23999786376953,84.23999786376953,84.23999786376953,84.23999786376953,0,0.0,0.0,0.0
2010-01-25 00:00:00+01:00,80.72000122070312,80.72000122070312,80.72000122070312,80.72000122070312,0,0.0,0.0,0.0
2010-01-26 00:00:00+01:00,81.54000091552734,81.54000091552734,81.54000091552734,81.54000091552734,0,0.0,0.0,0.0
2010-01-27 00:00:00+01:00,79.94000244140625,80.56999969482422,79.94000244140625,80.56999969482422,5998,0.0,0.0,0.0
2010-01-28 00:00:00+01:00,80.04000091552734,80.04000091552734,80.04000091552734,80.04000091552734,0,0.0,0.0,0.0
2010-01-29 00:00:00+01:00,80.52999877929688,80.5999984741211,80.52999877929688,80.5999984741211,104,0.0,0.0,0.0
2010-02-03 00:00:00+01:00,82.25,82.25,82.25,82.25,0,0.0,0.0,0.0
2010-02-09 00:00:00+01:00,78.08000183105469,78.08000183105469,78.08000183105469,78.08000183105469,0,0.0,0.0,0.0
2010-02-10 00:00:00+01:00,78.54000091552734,78.54000091552734,78.54000091552734,78.54000091552734,0,0.0,0.0,0.0
2010-02-11 00:00:00+01:00,78.37000274658203,78.37000274658203,78.37000274658203,78.37000274658203,0,0.0,0.0,0.0
2010-02-12 00:00:00+01:00,78.12000274658203,78.12000274658203,78.12000274658203,78.12000274658203,220,0.0,0.0,0.0
2010-02-16 00:00:00+01:00,78.1500015258789,78.44999694824219,78.1500015258789,78.44999694824219,400,0.0,0.0,0.0
2010-02-17 00:00:00+01:00,79.3499984741211,79.3499984741211,79.3499984741211,79.3499984741211,0,0.0,0.0,0.0
2010-02-18 00:00:00+01:00,80.05000305175781,80.05000305175781,80.05000305175781,80.05000305175781,0,0.0,0.0,0.0
2010-02-19 00:00:00+01:00,80.5199966430664,80.5199966430664,80.5199966430664,80.5199966430664,0,0.0,0.0,0.0
2010-02-22 00:00:00+01:00,80.1500015258789,80.1500015258789,80.1500015258789,80.1500015258789,3000,0.0,0.0,0.0
2010-02-23 00:00:00+01:00,79.52999877929688,79.52999877929688,79.52999877929688,79.52999877929688,0,0.0,0.0,0.0
2010-02-24 00:00:00+01:00,79.12999725341797,79.12999725341797,79.12999725341797,79.12999725341797,0,0.0,0.0,0.0
2010-02-25 00:00:00+01:00,77.80000305175781,77.80000305175781,77.80000305175781,77.80000305175781,0,0.0,0.0,0.0
2010-02-26 00:00:00+01:00,79.3499984741211,79.3499984741211,79.3499984741211,79.3499984741211,0,0.0,0.0,0.0
2010-03-01 00:00:00+01:00,80.13999938964844,80.48999786376953,80.13999938964844,80.48999786376953,7650,0.0,0.0,0.0
2010-03-02 00:00:00+01:00,80.83999633789062,80.83999633789062,80.83999633789062,80.83999633789062,0,0.0,0.0,0.0
2010-03-03 00:00:00+01:00,81.88999938964844,81.88999938964844,81.88999938964844,81.88999938964844,0,0.0,0.0,0.0
2010-03-04 00:00:00+01:00,81.58999633789062,81.58999633789062,81.58999633789062,81.58999633789062,0,0.0,0.0,0.0
2010-03-05 00:00:00+01:00,83.02999877929688,83.02999877929688,83.02999877929688,83.02999877929688,0,0.0,0.0,0.0
2010-03-08 00:00:00+01:00,82.55000305175781,83.26000213623047,82.52999877929688,82.83000183105469,4650,0.0,0.0,0.0
2010-03-09 00:00:00+01:00,83.16999816894531,83.16999816894531,83.16999816894531,83.16999816894531,0,0.0,0.0,0.0
